state,date,Day,Cases,Ref,Cumulative_cases,Growth_rate
Kentucky,3/13/2020,35.00,11,Kentucky43903,0,0
Kentucky,3/14/2020,36.00,18,Kentucky43904,11,11
Kentucky,3/15/2020,37.00,21,Kentucky43905,29,18
Kentucky,3/16/2020,38.00,22,Kentucky43906,50,21
Kentucky,3/17/2020,39.00,26,Kentucky43907,72,22
Kentucky,3/18/2020,40.00,35,Kentucky43908,98,26
Kentucky,3/19/2020,41.00,47,Kentucky43909,133,35
Kentucky,3/20/2020,42.00,63,Kentucky43910,180,47
Kentucky,3/21/2020,43.00,84,Kentucky43911,243,63
Kentucky,3/22/2020,44.00,103,Kentucky43912,327,84
Kentucky,3/23/2020,45.00,124,Kentucky43913,430,103
Kentucky,3/24/2020,46.00,162,Kentucky43914,554,124
Kentucky,3/25/2020,47.00,203,Kentucky43915,716,162
Kentucky,6/3/2020,53.00,1,Kentucky43985,919,203
Kentucky,7/3/2020,55.00,1,Kentucky44015,920,1
Kentucky,8/3/2020,57.00,4,Kentucky44046,921,1
Kentucky,9/3/2020,59.00,5,Kentucky44077,925,4
Kentucky,10/3/2020,61.00,7,Kentucky44107,930,5
Kentucky,11/3/2020,63.00,7,Kentucky44138,937,7
Kentucky,12/3/2020,65.00,11,Kentucky44168,944,7
Louisiana,3/13/2020,35.00,36,Louisiana43903,0,0
Louisiana,3/14/2020,36.00,77,Louisiana43904,36,36
Louisiana,3/15/2020,37.00,103,Louisiana43905,113,77
Louisiana,3/16/2020,38.00,137,Louisiana43906,216,103
Louisiana,3/17/2020,39.00,196,Louisiana43907,353,137
Louisiana,3/18/2020,40.00,280,Louisiana43908,549,196
Louisiana,3/19/2020,41.00,392,Louisiana43909,829,280
Louisiana,3/20/2020,42.00,537,Louisiana43910,1221,392
Louisiana,3/21/2020,43.00,763,Louisiana43911,1758,537
Louisiana,3/22/2020,44.00,837,Louisiana43912,2521,763
Louisiana,3/23/2020,45.00,1172,Louisiana43913,3358,837
Louisiana,3/24/2020,46.00,1390,Louisiana43914,4530,1172
Louisiana,3/25/2020,47.00,1798,Louisiana43915,5920,1390
Louisiana,9/3/2020,59.00,1,Louisiana44077,7718,1798
Louisiana,10/3/2020,61.00,6,Louisiana44107,7719,1
Louisiana,11/3/2020,63.00,13,Louisiana44138,7725,6
Louisiana,12/3/2020,65.00,14,Louisiana44168,7738,13
Maine,3/13/2020,35.00,2,Maine43903,0,0
Maine,3/14/2020,36.00,3,Maine43904,2,2
Maine,3/15/2020,37.00,12,Maine43905,5,3
Maine,3/16/2020,38.00,17,Maine43906,17,12
Maine,3/17/2020,39.00,32,Maine43907,34,17
Maine,3/18/2020,40.00,43,Maine43908,66,32
Maine,3/19/2020,41.00,52,Maine43909,109,43
Maine,3/20/2020,42.00,57,Maine43910,161,52
Maine,3/21/2020,43.00,70,Maine43911,218,57
Maine,3/22/2020,44.00,89,Maine43912,288,70
Maine,3/23/2020,45.00,107,Maine43913,377,89
Maine,3/24/2020,46.00,123,Maine43914,484,107
Maine,3/25/2020,47.00,145,Maine43915,607,123
Maine,12/3/2020,65.00,1,Maine44168,752,145
Maryland,3/13/2020,35.00,18,Maryland43903,0,0
Maryland,3/14/2020,36.00,27,Maryland43904,18,18
Maryland,3/15/2020,37.00,32,Maryland43905,45,27
Maryland,3/16/2020,38.00,39,Maryland43906,77,32
Maryland,3/17/2020,39.00,57,Maryland43907,116,39
Maryland,3/18/2020,40.00,85,Maryland43908,173,57
Maryland,3/19/2020,41.00,108,Maryland43909,258,85
Maryland,3/20/2020,42.00,150,Maryland43910,366,108
Maryland,3/21/2020,43.00,195,Maryland43911,516,150
Maryland,3/22/2020,44.00,245,Maryland43912,711,195
Maryland,3/23/2020,45.00,290,Maryland43913,956,245
Maryland,3/24/2020,46.00,349,Maryland43914,1246,290
Maryland,3/25/2020,47.00,423,Maryland43915,1595,349
Maryland,5/3/2020,51.00,3,Maryland43954,2018,423
Maryland,6/3/2020,53.00,3,Maryland43985,2021,3
Maryland,7/3/2020,55.00,3,Maryland44015,2024,3
Maryland,8/3/2020,57.00,5,Maryland44046,2027,3
Maryland,9/3/2020,59.00,6,Maryland44077,2032,5
Maryland,10/3/2020,61.00,9,Maryland44107,2038,6
Maryland,11/3/2020,63.00,13,Maryland44138,2047,9
Maryland,12/3/2020,65.00,13,Maryland44168,2060,13
Massachusetts,1/2/2020,1.00,1,Massachusetts43832,0,0
Massachusetts,1/3/2020,2.00,1,Massachusetts43833,1,1
Massachusetts,2/2/2020,14.00,1,Massachusetts43863,2,1
Massachusetts,2/3/2020,15.00,2,Massachusetts43864,3,1
Massachusetts,2/13/2020,16.00,1,Massachusetts43874,5,2
Massachusetts,2/14/2020,17.00,1,Massachusetts43875,6,1
Massachusetts,2/15/2020,18.00,1,Massachusetts43876,7,1
Massachusetts,2/16/2020,19.00,1,Massachusetts43877,8,1
Massachusetts,2/17/2020,20.00,1,Massachusetts43878,9,1
Massachusetts,2/18/2020,21.00,1,Massachusetts43879,10,1
Massachusetts,2/19/2020,22.00,1,Massachusetts43880,11,1
Massachusetts,2/20/2020,23.00,1,Massachusetts43881,12,1
Massachusetts,2/21/2020,24.00,1,Massachusetts43882,13,1
Massachusetts,2/22/2020,25.00,1,Massachusetts43883,14,1
Massachusetts,2/23/2020,26.00,1,Massachusetts43884,15,1
Massachusetts,2/24/2020,27.00,1,Massachusetts43885,16,1
Massachusetts,2/25/2020,28.00,1,Massachusetts43886,17,1
Massachusetts,2/26/2020,29.00,1,Massachusetts43887,18,1
Massachusetts,2/27/2020,30.00,1,Massachusetts43888,19,1
Massachusetts,2/28/2020,31.00,1,Massachusetts43889,20,1
Massachusetts,2/29/2020,32.00,1,Massachusetts43890,21,1
Massachusetts,3/2/2020,33.00,1,Massachusetts43892,22,1
Massachusetts,3/3/2020,34.00,2,Massachusetts43893,23,1
Massachusetts,3/13/2020,35.00,123,Massachusetts43903,25,2
Massachusetts,3/14/2020,36.00,138,Massachusetts43904,148,123
Massachusetts,3/15/2020,37.00,164,Massachusetts43905,286,138
Massachusetts,3/16/2020,38.00,197,Massachusetts43906,450,164
Massachusetts,3/17/2020,39.00,218,Massachusetts43907,647,197
Massachusetts,3/18/2020,40.00,256,Massachusetts43908,865,218
Massachusetts,3/19/2020,41.00,328,Massachusetts43909,1121,256
Massachusetts,3/20/2020,42.00,413,Massachusetts43910,1449,328
Massachusetts,3/21/2020,43.00,525,Massachusetts43911,1862,413
Massachusetts,3/22/2020,44.00,646,Massachusetts43912,2387,525
Massachusetts,3/23/2020,45.00,777,Massachusetts43913,3033,646
Massachusetts,3/24/2020,46.00,1159,Massachusetts43914,3810,777
Massachusetts,3/25/2020,47.00,1838,Massachusetts43915,4969,1159
Massachusetts,4/2/2020,48.00,1,Massachusetts43923,6807,1838
Massachusetts,4/3/2020,49.00,2,Massachusetts43924,6808,1
Massachusetts,5/2/2020,50.00,1,Massachusetts43953,6810,2
Massachusetts,5/3/2020,51.00,3,Massachusetts43954,6811,1
Massachusetts,6/2/2020,52.00,1,Massachusetts43984,6814,3
Massachusetts,6/3/2020,53.00,8,Massachusetts43985,6815,1
Massachusetts,7/2/2020,54.00,1,Massachusetts44014,6823,8
Massachusetts,7/3/2020,55.00,13,Massachusetts44015,6824,1
Massachusetts,8/2/2020,56.00,1,Massachusetts44045,6837,13
Massachusetts,8/3/2020,57.00,28,Massachusetts44046,6838,1
Massachusetts,9/2/2020,58.00,1,Massachusetts44076,6866,28
Massachusetts,9/3/2020,59.00,41,Massachusetts44077,6867,1
Massachusetts,10/2/2020,60.00,1,Massachusetts44106,6908,41
Massachusetts,10/3/2020,61.00,92,Massachusetts44107,6909,1
Massachusetts,11/2/2020,62.00,1,Massachusetts44137,7001,92
Massachusetts,11/3/2020,63.00,95,Massachusetts44138,7002,1
Massachusetts,12/2/2020,64.00,1,Massachusetts44167,7097,95
Massachusetts,12/3/2020,65.00,108,Massachusetts44168,7098,1
Michigan,3/13/2020,35.00,25,Michigan43903,0,0
Michigan,3/14/2020,36.00,33,Michigan43904,25,25
Michigan,3/15/2020,37.00,53,Michigan43905,58,33
Michigan,3/16/2020,38.00,54,Michigan43906,111,53
Michigan,3/17/2020,39.00,65,Michigan43907,165,54
Michigan,3/18/2020,40.00,80,Michigan43908,230,65
Michigan,3/19/2020,41.00,334,Michigan43909,310,80
Michigan,3/20/2020,42.00,548,Michigan43910,644,334
Michigan,3/21/2020,43.00,787,Michigan43911,1192,548
Michigan,3/22/2020,44.00,1033,Michigan43912,1979,787
Michigan,3/23/2020,45.00,1324,Michigan43913,3012,1033
Michigan,3/24/2020,46.00,1783,Michigan43914,4336,1324
Michigan,3/25/2020,47.00,2286,Michigan43915,6119,1783
Michigan,10/3/2020,61.00,2,Michigan44107,8405,2286
Michigan,11/3/2020,63.00,2,Michigan44138,8407,2
Michigan,12/3/2020,65.00,12,Michigan44168,8409,2
Minnesota,3/13/2020,35.00,14,Minnesota43903,0,0
Minnesota,3/14/2020,36.00,21,Minnesota43904,14,14
Minnesota,3/15/2020,37.00,35,Minnesota43905,35,21
Minnesota,3/16/2020,38.00,54,Minnesota43906,70,35
Minnesota,3/17/2020,39.00,60,Minnesota43907,124,54
Minnesota,3/18/2020,40.00,77,Minnesota43908,184,60
Minnesota,3/19/2020,41.00,89,Minnesota43909,261,77
Minnesota,3/20/2020,42.00,115,Minnesota43910,350,89
Minnesota,3/21/2020,43.00,138,Minnesota43911,465,115
Minnesota,3/22/2020,44.00,171,Minnesota43912,603,138
Minnesota,3/23/2020,45.00,235,Minnesota43913,774,171
Minnesota,3/24/2020,46.00,264,Minnesota43914,1009,235
Minnesota,3/25/2020,47.00,289,Minnesota43915,1273,264
Minnesota,6/3/2020,53.00,1,Minnesota43985,1562,289
Minnesota,7/3/2020,55.00,1,Minnesota44015,1563,1
Minnesota,8/3/2020,57.00,2,Minnesota44046,1564,1
Minnesota,9/3/2020,59.00,2,Minnesota44077,1566,2
Minnesota,10/3/2020,61.00,3,Minnesota44107,1568,2
Minnesota,11/3/2020,63.00,5,Minnesota44138,1571,3
Minnesota,12/3/2020,65.00,9,Minnesota44168,1576,5
Mississippi,3/13/2020,35.00,6,Mississippi43903,0,0
Mississippi,3/14/2020,36.00,6,Mississippi43904,6,6
Mississippi,3/15/2020,37.00,10,Mississippi43905,12,6
Mississippi,3/16/2020,38.00,12,Mississippi43906,22,10
Mississippi,3/17/2020,39.00,21,Mississippi43907,34,12
Mississippi,3/18/2020,40.00,34,Mississippi43908,55,21
Mississippi,3/19/2020,41.00,50,Mississippi43909,89,34
Mississippi,3/20/2020,42.00,80,Mississippi43910,139,50
Mississippi,3/21/2020,43.00,140,Mississippi43911,219,80
Mississippi,3/22/2020,44.00,207,Mississippi43912,359,140
Mississippi,3/23/2020,45.00,249,Mississippi43913,566,207
Mississippi,3/24/2020,46.00,320,Mississippi43914,815,249
Mississippi,3/25/2020,47.00,377,Mississippi43915,1135,320
Mississippi,11/3/2020,63.00,1,Mississippi44138,1512,377
Mississippi,12/3/2020,65.00,1,Mississippi44168,1513,1
Missouri,3/13/2020,35.00,4,Missouri43903,0,0
Missouri,3/14/2020,36.00,5,Missouri43904,4,4
Missouri,3/15/2020,37.00,5,Missouri43905,9,5
Missouri,3/16/2020,38.00,9,Missouri43906,14,5
Missouri,3/17/2020,39.00,16,Missouri43907,23,9
Missouri,3/18/2020,40.00,21,Missouri43908,39,16
Missouri,3/19/2020,41.00,35,Missouri43909,60,21
Missouri,3/20/2020,42.00,73,Missouri43910,95,35
Missouri,3/21/2020,43.00,93,Missouri43911,168,73
Missouri,3/22/2020,44.00,130,Missouri43912,261,93
Missouri,3/23/2020,45.00,183,Missouri43913,391,130
Missouri,3/24/2020,46.00,257,Missouri43914,574,183
Missouri,3/25/2020,47.00,383,Missouri43915,831,257
Missouri,7/3/2020,55.00,1,Missouri44015,1214,383
Missouri,8/3/2020,57.00,1,Missouri44046,1215,1
Missouri,9/3/2020,59.00,1,Missouri44077,1216,1
Missouri,10/3/2020,61.00,1,Missouri44107,1217,1
Missouri,11/3/2020,63.00,1,Missouri44138,1218,1
Missouri,12/3/2020,65.00,2,Missouri44168,1219,1
Montana,3/13/2020,35.00,4,Montana43903,0,0
Montana,3/14/2020,36.00,6,Montana43904,4,4
Montana,3/15/2020,37.00,6,Montana43905,10,6
Montana,3/16/2020,38.00,8,Montana43906,16,6
Montana,3/17/2020,39.00,8,Montana43907,24,8
Montana,3/18/2020,40.00,12,Montana43908,32,8
Montana,3/19/2020,41.00,19,Montana43909,44,12
Montana,3/20/2020,42.00,19,Montana43910,63,19
Montana,3/21/2020,43.00,29,Montana43911,82,19
Montana,3/22/2020,44.00,34,Montana43912,111,29
Montana,3/23/2020,45.00,45,Montana43913,145,34
Montana,3/24/2020,46.00,51,Montana43914,190,45
Montana,3/25/2020,47.00,65,Montana43915,241,51
Nebraska,1/3/2020,2.00,13,Nebraska43833,0,0
Nebraska,2/3/2020,15.00,13,Nebraska43864,13,13
Nebraska,2/17/2020,20.00,10,Nebraska43878,26,13
Nebraska,2/18/2020,21.00,10,Nebraska43879,36,10
Nebraska,2/19/2020,22.00,10,Nebraska43880,46,10
Nebraska,2/20/2020,23.00,11,Nebraska43881,56,10
Nebraska,2/21/2020,24.00,11,Nebraska43882,67,11
Nebraska,2/22/2020,25.00,11,Nebraska43883,78,11
Nebraska,2/23/2020,26.00,11,Nebraska43884,89,11
Nebraska,2/24/2020,27.00,12,Nebraska43885,100,11
Nebraska,2/25/2020,28.00,13,Nebraska43886,112,12
Nebraska,2/26/2020,29.00,13,Nebraska43887,125,13
Nebraska,2/27/2020,30.00,13,Nebraska43888,138,13
Nebraska,2/28/2020,31.00,13,Nebraska43889,151,13
Nebraska,2/29/2020,32.00,13,Nebraska43890,164,13
Nebraska,3/3/2020,34.00,13,Nebraska43893,177,13
Nebraska,3/13/2020,35.00,27,Nebraska43903,190,13
Nebraska,3/14/2020,36.00,29,Nebraska43904,217,27
Nebraska,3/15/2020,37.00,31,Nebraska43905,246,29
Nebraska,3/16/2020,38.00,33,Nebraska43906,277,31
Nebraska,3/17/2020,39.00,36,Nebraska43907,310,33
Nebraska,3/18/2020,40.00,43,Nebraska43908,346,36
Nebraska,3/19/2020,41.00,47,Nebraska43909,389,43
Nebraska,3/20/2020,42.00,53,Nebraska43910,436,47
Nebraska,3/21/2020,43.00,61,Nebraska43911,489,53
Nebraska,3/22/2020,44.00,62,Nebraska43912,550,61
Nebraska,3/23/2020,45.00,73,Nebraska43913,612,62
Nebraska,3/24/2020,46.00,77,Nebraska43914,685,73
Nebraska,3/25/2020,47.00,84,Nebraska43915,762,77
Nebraska,4/3/2020,49.00,13,Nebraska43924,846,84
Nebraska,5/3/2020,51.00,13,Nebraska43954,859,13
Nebraska,6/3/2020,53.00,14,Nebraska43985,872,13
Nebraska,7/3/2020,55.00,14,Nebraska44015,886,14
Nebraska,8/3/2020,57.00,16,Nebraska44046,900,14
Nebraska,9/3/2020,59.00,16,Nebraska44077,916,16
Nebraska,10/3/2020,61.00,17,Nebraska44107,932,16
Nebraska,11/3/2020,63.00,23,Nebraska44138,949,17
Nebraska,12/3/2020,65.00,24,Nebraska44168,972,23
Nevada,3/13/2020,35.00,19,Nevada43903,0,0
Nevada,3/14/2020,36.00,21,Nevada43904,19,19
Nevada,3/15/2020,37.00,26,Nevada43905,40,21
Nevada,3/16/2020,38.00,45,Nevada43906,66,26
Nevada,3/17/2020,39.00,55,Nevada43907,111,45
Nevada,3/18/2020,40.00,82,Nevada43908,166,55
Nevada,3/19/2020,41.00,99,Nevada43909,248,82
Nevada,3/20/2020,42.00,165,Nevada43910,347,99
Nevada,3/21/2020,43.00,165,Nevada43911,512,165
Nevada,3/22/2020,44.00,190,Nevada43912,677,165
Nevada,3/23/2020,45.00,265,Nevada43913,867,190
Nevada,3/24/2020,46.00,383,Nevada43914,1132,265
Nevada,3/25/2020,47.00,406,Nevada43915,1515,383
Nevada,5/3/2020,51.00,2,Nevada43954,1921,406
Nevada,6/3/2020,53.00,2,Nevada43985,1923,2
Nevada,7/3/2020,55.00,2,Nevada44015,1925,2
Nevada,8/3/2020,57.00,4,Nevada44046,1927,2
Nevada,9/3/2020,59.00,4,Nevada44077,1931,4
Nevada,10/3/2020,61.00,4,Nevada44107,1935,4
Nevada,11/3/2020,63.00,7,Nevada44138,1939,4
Nevada,12/3/2020,65.00,11,Nevada44168,1946,7
New Hampshire,2/3/2020,15.00,1,New Hampshire43864,0,0
New Hampshire,3/3/2020,34.00,2,New Hampshire43893,1,1
New Hampshire,3/13/2020,35.00,7,New Hampshire43903,3,2
New Hampshire,3/14/2020,36.00,7,New Hampshire43904,10,7
New Hampshire,3/15/2020,37.00,13,New Hampshire43905,17,7
New Hampshire,3/16/2020,38.00,17,New Hampshire43906,30,13
New Hampshire,3/17/2020,39.00,26,New Hampshire43907,47,17
New Hampshire,3/18/2020,40.00,39,New Hampshire43908,73,26
New Hampshire,3/19/2020,41.00,44,New Hampshire43909,112,39
New Hampshire,3/20/2020,42.00,55,New Hampshire43910,156,44
New Hampshire,3/21/2020,43.00,65,New Hampshire43911,211,55
New Hampshire,3/22/2020,44.00,78,New Hampshire43912,276,65
New Hampshire,3/23/2020,45.00,101,New Hampshire43913,354,78
New Hampshire,3/24/2020,46.00,108,New Hampshire43914,455,101
New Hampshire,3/25/2020,47.00,137,New Hampshire43915,563,108
New Hampshire,4/3/2020,49.00,2,New Hampshire43924,700,137
New Hampshire,5/3/2020,51.00,2,New Hampshire43954,702,2
New Hampshire,6/3/2020,53.00,2,New Hampshire43985,704,2
New Hampshire,7/3/2020,55.00,4,New Hampshire44015,706,2
New Hampshire,8/3/2020,57.00,4,New Hampshire44046,710,4
New Hampshire,9/3/2020,59.00,4,New Hampshire44077,714,4
New Hampshire,10/3/2020,61.00,5,New Hampshire44107,718,4
New Hampshire,11/3/2020,63.00,5,New Hampshire44138,723,5
New Hampshire,12/3/2020,65.00,6,New Hampshire44168,728,5
New Jersey,3/13/2020,35.00,50,New Jersey43903,0,0
New Jersey,3/14/2020,36.00,75,New Jersey43904,50,50
New Jersey,3/15/2020,37.00,98,New Jersey43905,125,75
New Jersey,3/16/2020,38.00,176,New Jersey43906,223,98
New Jersey,3/17/2020,39.00,268,New Jersey43907,399,176
New Jersey,3/18/2020,40.00,427,New Jersey43908,667,268
New Jersey,3/19/2020,41.00,735,New Jersey43909,1094,427
New Jersey,3/20/2020,42.00,896,New Jersey43910,1829,735
New Jersey,3/21/2020,43.00,1336,New Jersey43911,2725,896
New Jersey,3/22/2020,44.00,1914,New Jersey43912,4061,1336
New Jersey,3/23/2020,45.00,2844,New Jersey43913,5975,1914
New Jersey,3/24/2020,46.00,3675,New Jersey43914,8819,2844
New Jersey,3/25/2020,47.00,4402,New Jersey43915,12494,3675
New Jersey,4/3/2020,49.00,1,New Jersey43924,16896,4402
New Jersey,5/3/2020,51.00,2,New Jersey43954,16897,1
New Jersey,6/3/2020,53.00,4,New Jersey43985,16899,2
New Jersey,7/3/2020,55.00,4,New Jersey44015,16903,4
New Jersey,8/3/2020,57.00,6,New Jersey44046,16907,4
New Jersey,9/3/2020,59.00,11,New Jersey44077,16913,6
New Jersey,10/3/2020,61.00,15,New Jersey44107,16924,11
New Jersey,11/3/2020,63.00,23,New Jersey44138,16939,15
New Jersey,12/3/2020,65.00,29,New Jersey44168,16962,23
New Mexico,3/13/2020,35.00,10,New Mexico43903,0,0
New Mexico,3/14/2020,36.00,13,New Mexico43904,10,10
New Mexico,3/15/2020,37.00,17,New Mexico43905,23,13
New Mexico,3/16/2020,38.00,21,New Mexico43906,40,17
New Mexico,3/17/2020,39.00,23,New Mexico43907,61,21
New Mexico,3/18/2020,40.00,28,New Mexico43908,84,23
New Mexico,3/19/2020,41.00,35,New Mexico43909,112,28
New Mexico,3/20/2020,42.00,43,New Mexico43910,147,35
New Mexico,3/21/2020,43.00,57,New Mexico43911,190,43
New Mexico,3/22/2020,44.00,65,New Mexico43912,247,57
New Mexico,3/23/2020,45.00,83,New Mexico43913,312,65
New Mexico,3/24/2020,46.00,100,New Mexico43914,395,83
New Mexico,3/25/2020,47.00,113,New Mexico43915,495,100
New Mexico,11/3/2020,63.00,4,New Mexico44138,608,113
New Mexico,12/3/2020,65.00,6,New Mexico44168,612,4
New York,1/3/2020,2.00,1,New York43833,0,0
New York,2/3/2020,15.00,1,New York43864,1,1
New York,3/3/2020,34.00,2,New York43893,2,1
New York,3/13/2020,35.00,421,New York43903,4,2
New York,3/14/2020,36.00,610,New York43904,425,421
New York,3/15/2020,37.00,732,New York43905,1035,610
New York,3/16/2020,38.00,950,New York43906,1767,732
New York,3/17/2020,39.00,1374,New York43907,2717,950
New York,3/18/2020,40.00,2382,New York43908,4091,1374
New York,3/19/2020,41.00,4152,New York43909,6473,2382
New York,3/20/2020,42.00,7102,New York43910,10625,4152
New York,3/21/2020,43.00,10356,New York43911,17727,7102
New York,3/22/2020,44.00,15168,New York43912,28083,10356
New York,3/23/2020,45.00,20875,New York43913,43251,15168
New York,3/24/2020,46.00,25666,New York43914,64126,20875
New York,3/25/2020,47.00,33067,New York43915,89792,25666
New York,4/3/2020,49.00,11,New York43924,122859,33067
New York,5/3/2020,51.00,22,New York43954,122870,11
New York,6/3/2020,53.00,44,New York43985,122892,22
New York,7/3/2020,55.00,89,New York44015,122936,44
New York,8/3/2020,57.00,106,New York44046,123025,89
New York,9/3/2020,59.00,142,New York44077,123131,106
New York,10/3/2020,61.00,173,New York44107,123273,142
New York,11/3/2020,63.00,217,New York44138,123446,173
New York,12/3/2020,65.00,326,New York44168,123663,217
North Carolina,3/3/2020,34.00,1,North Carolina43893,0,0
North Carolina,3/13/2020,35.00,18,North Carolina43903,1,1
North Carolina,3/14/2020,36.00,25,North Carolina43904,19,18
North Carolina,3/15/2020,37.00,32,North Carolina43905,44,25
North Carolina,3/16/2020,38.00,34,North Carolina43906,76,32
North Carolina,3/17/2020,39.00,42,North Carolina43907,110,34
North Carolina,3/18/2020,40.00,66,North Carolina43908,152,42
North Carolina,3/19/2020,41.00,104,North Carolina43909,218,66
North Carolina,3/20/2020,42.00,144,North Carolina43910,322,104
North Carolina,3/21/2020,43.00,184,North Carolina43911,466,144
North Carolina,3/22/2020,44.00,269,North Carolina43912,650,184
North Carolina,3/23/2020,45.00,303,North Carolina43913,919,269
North Carolina,3/24/2020,46.00,399,North Carolina43914,1222,303
North Carolina,3/25/2020,47.00,564,North Carolina43915,1621,399
North Carolina,4/3/2020,49.00,1,North Carolina43924,2185,564
North Carolina,5/3/2020,51.00,1,North Carolina43954,2186,1
North Carolina,6/3/2020,53.00,2,North Carolina43985,2187,1
North Carolina,7/3/2020,55.00,2,North Carolina44015,2189,2
North Carolina,8/3/2020,57.00,2,North Carolina44046,2191,2
North Carolina,9/3/2020,59.00,7,North Carolina44077,2193,2
North Carolina,10/3/2020,61.00,7,North Carolina44107,2200,7
North Carolina,11/3/2020,63.00,8,North Carolina44138,2207,7
North Carolina,12/3/2020,65.00,16,North Carolina44168,2215,8
North Dakota,3/13/2020,35.00,1,North Dakota43903,0,0
North Dakota,3/14/2020,36.00,1,North Dakota43904,1,1
North Dakota,3/15/2020,37.00,1,North Dakota43905,2,1
North Dakota,3/16/2020,38.00,1,North Dakota43906,3,1
North Dakota,3/17/2020,39.00,5,North Dakota43907,4,1
North Dakota,3/18/2020,40.00,7,North Dakota43908,9,5
North Dakota,3/19/2020,41.00,19,North Dakota43909,16,7
North Dakota,3/20/2020,42.00,27,North Dakota43910,35,19
North Dakota,3/21/2020,43.00,28,North Dakota43911,62,27
North Dakota,3/22/2020,44.00,30,North Dakota43912,90,28
North Dakota,3/23/2020,45.00,32,North Dakota43913,120,30
North Dakota,3/24/2020,46.00,37,North Dakota43914,152,32
North Dakota,3/25/2020,47.00,45,North Dakota43915,189,37
North Dakota,11/3/2020,63.00,1,North Dakota44138,234,45
North Dakota,12/3/2020,65.00,1,North Dakota44168,235,1
Ohio,3/13/2020,35.00,13,Ohio43903,0,0
Ohio,3/14/2020,36.00,26,Ohio43904,13,13
Ohio,3/15/2020,37.00,37,Ohio43905,39,26
Ohio,3/16/2020,38.00,50,Ohio43906,76,37
Ohio,3/17/2020,39.00,67,Ohio43907,126,50
Ohio,3/18/2020,40.00,90,Ohio43908,193,67
Ohio,3/19/2020,41.00,120,Ohio43909,283,90
Ohio,3/20/2020,42.00,169,Ohio43910,403,120
Ohio,3/21/2020,43.00,247,Ohio43911,572,169
Ohio,3/22/2020,44.00,351,Ohio43912,819,247
Ohio,3/23/2020,45.00,444,Ohio43913,1170,351
Ohio,3/24/2020,46.00,564,Ohio43914,1614,444
Ohio,3/25/2020,47.00,707,Ohio43915,2178,564
Ohio,9/3/2020,59.00,3,Ohio44077,2885,707
Ohio,10/3/2020,61.00,3,Ohio44107,2888,3
Ohio,11/3/2020,63.00,4,Ohio44138,2891,3
Ohio,12/3/2020,65.00,5,Ohio44168,2895,4
Oklahoma,3/13/2020,35.00,3,Oklahoma43903,0,0
Oklahoma,3/14/2020,36.00,4,Oklahoma43904,3,3
Oklahoma,3/15/2020,37.00,8,Oklahoma43905,7,4
Oklahoma,3/16/2020,38.00,10,Oklahoma43906,15,8
Oklahoma,3/17/2020,39.00,18,Oklahoma43907,25,10
Oklahoma,3/18/2020,40.00,29,Oklahoma43908,43,18
Oklahoma,3/19/2020,41.00,44,Oklahoma43909,72,29
Oklahoma,3/20/2020,42.00,49,Oklahoma43910,116,44
Oklahoma,3/21/2020,43.00,53,Oklahoma43911,165,49
Oklahoma,3/22/2020,44.00,67,Oklahoma43912,218,53
Oklahoma,3/23/2020,45.00,81,Oklahoma43913,285,67
Oklahoma,3/24/2020,46.00,106,Oklahoma43914,366,81
